id,workload,max_width,tasktype
0,43,1,FMULT
1,59,2,MEMORY
2,13,4,SIMD
3,9,4,MEMORY
4,42,4,SIMD
5,95,4,MEMORY
6,93,2,FMULT
7,44,1,FMULT
8,40,4,SIMD
9,13,2,SIMD
10,57,4,MEMORY
11,2,4,SIMD
12,83,4,SIMD
13,18,4,SIMD
14,56,4,MEMORY
15,47,1,SIMD
16,85,4,MEMORY
17,48,1,MEMORY
18,13,4,MEMORY
19,49,2,SIMD
20,50,2,FMULT
21,74,4,FMULT
22,21,4,SIMD
23,12,4,MEMORY
24,4,2,FMULT
25,59,2,SIMD
26,20,4,SIMD
27,65,2,MEMORY
28,50,4,MEMORY
29,17,1,FMULT
30,81,4,MEMORY
31,47,2,FMULT
32,11,1,FMULT
33,6,2,MEMORY
34,37,2,SIMD
35,11,4,FMULT
36,5,2,FMULT
37,5,1,MEMORY
38,49,4,SIMD
39,8,4,MEMORY
