id,workload,max_width,tasktype
0,59,2,FMULT
1,66,2,MEMORY
2,53,4,MEMORY
3,81,4,SIMD
4,56,4,FMULT
5,61,2,MEMORY
6,79,4,FMULT
7,98,2,FMULT
8,23,1,FMULT
9,1,1,MEMORY
10,25,4,MEMORY
11,30,1,SIMD
12,64,4,FMULT
13,39,2,FMULT
14,80,2,SIMD
15,73,4,SIMD
16,73,4,MEMORY
17,7,1,SIMD
18,52,4,FMULT
19,43,2,SIMD
20,9,1,MEMORY
21,14,2,FMULT
22,15,4,FMULT
23,16,2,SIMD
24,40,4,MEMORY
25,32,4,MEMORY
26,49,4,MEMORY
27,14,1,SIMD
28,7,1,MEMORY
29,58,2,MEMORY
30,87,4,FMULT
31,66,4,MEMORY
32,43,4,FMULT
33,49,2,SIMD
34,85,2,FMULT
35,64,2,MEMORY
36,96,2,SIMD
37,85,4,MEMORY
38,45,4,FMULT
39,53,4,SIMD
40,47,4,MEMORY
41,15,4,FMULT
42,91,4,MEMORY
43,56,2,SIMD
44,99,2,SIMD
45,4,2,MEMORY
46,61,4,MEMORY
47,12,4,SIMD
48,49,1,SIMD
49,29,4,FMULT
