id,workload,max_width,tasktype
0,49,4,SIMD
1,29,1,SIMD
2,46,4,MEMORY
3,74,4,FMULT
4,50,2,FMULT
5,1,2,SIMD
6,3,4,SIMD
7,34,1,FMULT
8,19,2,FMULT
9,60,2,SIMD
10,15,4,MEMORY
11,89,2,SIMD
12,54,4,MEMORY
13,34,1,FMULT
14,91,4,SIMD
15,67,2,FMULT
16,45,2,FMULT
17,31,4,SIMD
18,1,4,FMULT
19,46,2,MEMORY
20,56,2,SIMD
21,18,1,SIMD
22,92,4,SIMD
23,59,4,SIMD
24,40,1,MEMORY
25,92,2,SIMD
26,82,2,FMULT
27,45,4,FMULT
28,21,4,FMULT
29,49,4,MEMORY
30,47,4,MEMORY
31,8,4,FMULT
32,23,1,MEMORY
33,4,1,SIMD
34,28,2,MEMORY
35,46,4,SIMD
36,13,2,FMULT
37,84,4,FMULT
38,21,4,FMULT
39,66,4,SIMD
40,44,1,MEMORY
41,55,4,MEMORY
42,50,1,MEMORY
43,55,2,FMULT
44,48,2,MEMORY
45,6,2,SIMD
46,45,1,SIMD
47,15,2,FMULT
48,80,2,SIMD
49,17,1,FMULT
