id,workload,max_width,tasktype
0,100,4,FMULT
1,61,2,FMULT
2,52,4,MEMORY
3,21,1,MEMORY
4,26,4,SIMD
5,61,2,FMULT
6,35,2,SIMD
7,55,4,FMULT
8,42,2,FMULT
9,32,4,FMULT
10,41,2,MEMORY
11,25,2,FMULT
12,87,4,MEMORY
13,97,2,MEMORY
14,50,1,FMULT
15,57,2,SIMD
16,40,2,SIMD
17,2,4,SIMD
18,45,2,SIMD
19,80,2,FMULT
20,27,2,SIMD
21,9,4,FMULT
22,98,4,SIMD
23,26,2,SIMD
24,69,2,FMULT
25,97,4,MEMORY
26,60,4,MEMORY
27,5,1,SIMD
28,42,2,FMULT
29,24,1,FMULT
30,64,4,FMULT
31,33,4,FMULT
32,44,1,FMULT
33,1,4,SIMD
34,66,2,MEMORY
35,18,4,MEMORY
36,46,2,MEMORY
37,86,4,MEMORY
38,50,2,SIMD
39,12,4,FMULT
