id,workload,max_width,tasktype
0,46,1,SIMD
1,99,2,MEMORY
2,60,4,SIMD
3,27,2,FMULT
4,50,2,FMULT
5,33,4,MEMORY
6,97,2,SIMD
7,98,4,MEMORY
8,36,1,FMULT
9,5,4,MEMORY
10,26,2,FMULT
11,27,2,MEMORY
12,62,2,FMULT
13,4,1,SIMD
14,10,1,FMULT
15,84,4,MEMORY
16,74,2,SIMD
17,85,4,FMULT
18,39,4,MEMORY
19,4,4,MEMORY
20,11,1,MEMORY
21,3,4,FMULT
22,52,2,MEMORY
23,40,1,FMULT
24,100,2,SIMD
25,32,1,FMULT
26,79,2,MEMORY
27,36,2,MEMORY
28,100,4,SIMD
29,49,4,SIMD
30,10,1,MEMORY
31,22,2,MEMORY
32,45,1,SIMD
33,37,2,FMULT
34,77,2,SIMD
35,82,2,MEMORY
36,45,1,SIMD
37,95,2,MEMORY
38,50,2,FMULT
39,97,4,FMULT
40,28,4,MEMORY
41,7,2,FMULT
42,42,2,SIMD
43,82,2,MEMORY
44,5,4,FMULT
45,21,4,FMULT
46,84,2,MEMORY
47,76,4,FMULT
48,23,4,MEMORY
49,88,4,FMULT
