id,workload,max_width,tasktype
0,55,2,MEMORY
1,3,2,SIMD
2,77,4,MEMORY
3,99,4,FMULT
4,73,2,FMULT
5,9,2,MEMORY
6,99,4,MEMORY
7,91,4,MEMORY
8,54,2,SIMD
9,50,1,SIMD
10,48,4,MEMORY
11,100,4,SIMD
12,86,4,FMULT
13,35,1,FMULT
14,19,1,FMULT
15,31,1,SIMD
16,98,2,SIMD
17,63,2,MEMORY
18,41,4,FMULT
19,14,2,SIMD
20,9,2,SIMD
21,40,2,FMULT
22,51,2,SIMD
23,11,2,SIMD
24,52,2,SIMD
25,68,4,FMULT
26,100,2,MEMORY
27,10,4,MEMORY
28,36,4,FMULT
29,30,1,FMULT
30,14,2,MEMORY
31,84,4,FMULT
32,22,4,SIMD
33,100,4,FMULT
34,17,2,SIMD
35,9,4,FMULT
36,100,2,MEMORY
37,80,2,SIMD
38,41,2,SIMD
39,19,2,FMULT
