id,workload,max_width,tasktype
0,72,2,FMULT
1,82,2,FMULT
2,49,2,FMULT
3,22,1,MEMORY
4,64,4,SIMD
5,49,2,FMULT
6,88,4,MEMORY
7,52,2,SIMD
8,28,1,SIMD
9,50,1,SIMD
10,57,4,MEMORY
11,70,4,FMULT
12,35,4,MEMORY
13,46,4,SIMD
14,10,4,SIMD
15,35,1,SIMD
16,40,2,MEMORY
17,89,4,FMULT
18,70,2,MEMORY
19,98,4,MEMORY
20,39,1,MEMORY
21,50,1,MEMORY
22,40,2,SIMD
23,43,4,FMULT
24,20,4,SIMD
25,32,4,MEMORY
26,36,1,SIMD
27,75,4,MEMORY
28,1,1,MEMORY
29,8,1,SIMD
30,100,4,SIMD
31,21,2,SIMD
32,12,2,SIMD
33,98,2,SIMD
34,5,2,MEMORY
35,45,1,SIMD
36,41,4,SIMD
37,18,2,MEMORY
38,22,1,SIMD
39,3,1,SIMD
40,85,4,SIMD
41,4,2,SIMD
42,57,4,FMULT
43,95,2,SIMD
44,75,2,FMULT
45,43,1,MEMORY
46,24,4,MEMORY
47,91,4,MEMORY
48,48,4,SIMD
49,20,1,SIMD
