id,workload,max_width,tasktype
0,91,4,MEMORY
1,16,1,SIMD
2,99,4,MEMORY
3,16,2,SIMD
4,24,4,SIMD
5,13,4,SIMD
6,88,4,FMULT
7,98,4,SIMD
8,30,4,FMULT
9,50,2,MEMORY
10,10,2,SIMD
11,44,2,MEMORY
12,54,4,FMULT
13,80,4,FMULT
14,69,2,SIMD
15,56,2,MEMORY
16,100,4,SIMD
17,46,1,FMULT
18,1,4,FMULT
19,76,4,SIMD
20,75,2,SIMD
21,89,2,MEMORY
22,45,4,FMULT
23,71,2,FMULT
24,22,1,SIMD
25,50,1,MEMORY
26,99,4,FMULT
27,5,1,FMULT
28,37,1,FMULT
29,30,1,SIMD
30,32,2,FMULT
31,80,4,SIMD
32,21,4,FMULT
33,22,1,MEMORY
34,47,2,FMULT
35,69,2,SIMD
36,55,2,FMULT
37,95,4,FMULT
38,5,2,FMULT
39,68,4,SIMD
40,16,1,FMULT
41,5,2,MEMORY
42,56,4,FMULT
43,27,4,FMULT
44,53,4,SIMD
45,42,2,MEMORY
46,80,4,FMULT
47,52,4,FMULT
48,1,1,FMULT
49,29,1,SIMD
50,21,2,FMULT
51,52,4,FMULT
52,61,4,SIMD
53,61,2,MEMORY
54,50,2,SIMD
55,86,2,SIMD
56,50,4,MEMORY
57,20,4,SIMD
58,65,4,SIMD
59,76,2,MEMORY
