id,workload,max_width,tasktype
0,77,2,FMULT
1,81,4,FMULT
2,25,2,MEMORY
3,92,2,MEMORY
4,41,1,SIMD
5,40,1,FMULT
6,75,2,SIMD
7,13,1,MEMORY
8,56,2,SIMD
9,64,4,SIMD
10,38,4,SIMD
11,25,2,FMULT
12,13,1,MEMORY
13,31,4,FMULT
14,29,2,FMULT
15,33,4,SIMD
16,4,4,MEMORY
17,41,4,FMULT
18,50,4,SIMD
19,96,4,MEMORY
20,11,2,MEMORY
21,52,4,MEMORY
22,40,1,MEMORY
23,30,1,FMULT
24,100,4,SIMD
25,45,1,MEMORY
26,22,4,MEMORY
27,68,4,MEMORY
28,38,2,FMULT
29,31,4,MEMORY
30,40,4,SIMD
31,98,2,MEMORY
32,94,2,MEMORY
33,22,2,MEMORY
34,58,4,MEMORY
35,30,4,FMULT
36,3,4,MEMORY
37,15,2,SIMD
38,76,4,SIMD
39,12,4,FMULT
