id,workload,max_width,tasktype
0,54,4,SIMD
1,48,1,FMULT
2,25,1,FMULT
3,63,4,MEMORY
4,7,1,SIMD
5,85,2,SIMD
6,55,2,FMULT
7,34,1,SIMD
8,73,4,MEMORY
9,49,2,FMULT
10,38,1,MEMORY
11,85,2,FMULT
12,76,4,MEMORY
13,56,4,SIMD
14,98,4,MEMORY
15,67,4,SIMD
16,28,2,SIMD
17,7,2,MEMORY
18,8,4,FMULT
19,92,2,MEMORY
20,31,1,SIMD
21,42,4,MEMORY
22,37,2,FMULT
23,100,4,MEMORY
24,90,4,MEMORY
25,33,2,FMULT
26,29,1,FMULT
27,25,2,FMULT
28,72,2,FMULT
29,1,4,MEMORY
30,29,4,FMULT
31,93,2,SIMD
32,9,2,FMULT
33,38,1,FMULT
34,49,2,SIMD
35,40,1,FMULT
36,89,4,FMULT
37,86,2,MEMORY
38,45,1,MEMORY
39,4,1,MEMORY
